entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytypeverbatim,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
19871442224,"ROCK GARDENS RAFTING, INC.",1308 COUNTY RD 129,,Glenwood Springs,CO,81601,US,,,,,,,Good Standing,,Corporation,DPC,FREDERICK,V.,SPROUSE,,,"620 MAIN STREET, SUITE 7",,FRISCO,CO,80443,US,PO BOX 280,,FRISCO,CO,80443-0280,US,7/2/1981
19881070915,"ADVENTURE VI, INC., Dissolved November 13, 2008",805  16TH STREET,,Greeley,CO,80631,US,PO BOX 584,,Greeley,CO,80632,US,Voluntarily Dissolved,,Corporation,DPC,HARRIET,,SCHURLE,,,380 S 20TH,,BRIGHTON,CO,80601,US,,,,,,,7/1/1988
19961132656,CRYSTAL RIVER RANCH LAND TRUST,555 17TH ST STE 2400,,Denver,CO,80202,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,ROBERT,S.,RICH,,,555 17TH ST STE 2400,,DENVER,CO,80202,US,,,,,,,10/10/1996
19971064913,"SINGING RIVER PARTNERS, LLC",1991 E. Alameda Ave. #1,,Denver,CO,80209,US,1991 E. Alameda Ave. #1,,Denver,CO,80209,US,Good Standing,,Limited Liability Partnership,DLLP,KRISTIN,,RICHARDSON,,,1991 E. Alameda Ave. #1,,Denver,CO,80209,US,1991 E. Alameda Ave. #1,,Denver,CO,80209,US,4/23/1997
19931129767,"DBL AIRCRAFT, INC.",426 CR#207,,Durango,CO,81301,US,,,,,,,Good Standing,,Corporation,DPC,DAVID,B.,LEVINE,,,426 CR#207,,DURANGO,CO,81301,US,,,,,,,11/18/1993
19871598429,"Blue River Network, Inc.",4600 S ULSTER ST,METROPOINT 1 STE 1400,Denver,CO,80237,US,,,,,,,Good Standing,,Corporation,DPC,Steve,,Gruenler,,,4600 S. Ulster,"MetroPoint 1, Suite 1400",Denver,CO,80237,US,,,,,,,12/14/1984
19981217433,"LIFE CYCLE BALLOON ADVENTURES, LTD.",134 Marshall Place,,Longmont,CO,80504,US,PO Box 17123,,Boulder,CO,80308,US,Good Standing,,Corporation,DPC,MICHAEL,E.,GIANETTI,,,134 Marshall Place,,Longmont,CO,80504,US,PO Box 17123,,Boulder,CO,80308,US,12/8/1998
19941122940,"ELK RIVER GROUP, LTD.",6700 S. COUNTRYCLUB DR.,,Okla. City,OK,73159,US,,,,,,,Good Standing,,Corporation,DPC,G,LEE,RUNNION,,,4465 Kipling St  #106,,Wheat Ridge,CO,80033,US,,,,,,,11/2/1994
19921013765,"K. E. ADVENTURE TRAVEL, INC., Delinquent August 1, 2007",1131 GRAND AVE,,Glenwood Springs,CO,81601,US,,,,,,,Delinquent,,Corporation,DPC,ANDREW,,CRISCONI,,,1131 GRAND AVE,,GLENWOOD SPRINGS,CO,81601,US,,,,,,,2/12/1992
19981217976,"RIVER ROCK HOMES AT PLUMCREEK, LLC, Dissolved May 1, 2001",PO BOX 81707,,Las Vegas,NV,89180,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,STUART,,NACHT,,,8001 S NIAGARA WY,,ENGLEWOOD,CO,80112,US,,,,,,,12/9/1998
19881044250,"THREE RIVERS OUTFITTING, INC.",130 COUNTY ROAD 742,,Almont,CO,81210,US,P.O. Box 339,,Almont,CO,81210,US,Good Standing,,Corporation,DPC,MARK,A.,SCHUMACHER,,,130 COUNTY ROAD 742,,ALMONT,CO,81210,US,PO Box 339,,Almont,CO,81210,US,5/9/1988
19941123475,"PLATTE RIVER INVESTMENTS II LIMITED LIABILITY COMPANY, Dissolved April 1, 2001",706 RIDGE CREEK CT,,Longmont,CO,80501,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,HARRY,M.,HOFFMAN,,,358 WADSWORTH CIR,,LONGMONT,CO,80501,US,,,,,,,11/3/1994
19961033021,"EAGLE RIVER ENCLAVE LLC, Dissolved January 1, 2002",,,,,,,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,MICHAEL,R.,SEELEY,,,11253 W ASBURY AVE,,LAKEWOOD,CO,80227,US,,,,,,,3/8/1996
19871241205,"GRAND RIVER BAPTIST CHURCH, Dissolved July 22, 2004",PO BOX 91,,New Castle,CO,81647-6185,US,3728 COUNTY RD 214,,Silt,CO,81652-9510,US,Voluntarily Dissolved,,Nonprofit Corporation,DNC,DAVID,E.,GIBBENS,,,5991 CNTY RD 214,,NEW CASTLE,CO,81647,US,,,,,,,4/20/1972
19921015258,"AIRCRAFT SALES OF COLORADO, INC, Dissolved December 1, 2003",23522 N KOKOTA RIDGE RD,,Lyons,CO,80540,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,2/14/1992
19921015399,"TWO RIVERS REALTY, INC.",125 GRAND AVENUE,Suite A,Grand Junction,CO,81501,US,,,,,,,Good Standing,,Corporation,DPC,JAY,,FELLHAUER,,,125 GRAND AVENUE,Ste A,GRAND JUNCTION,CO,81501,US,,,,,,,2/18/1992
20011134687,"THE ADVENTURE CONSULTING GROUP, INC., Dissolved December 30, 2004",1815 W GORE CREEK DR,,Vail,CO,81657,US,,,,,,,Administratively Dissolved,,Corporation,DPC,BRYAN,,WACHS,,,1815 W GORE CREEK DR,,VAIL,CO,81657,US,PO BOX 475,,VAIL,CO,81657,US,7/9/2001
19961033389,"GUIDED JOURNEYS, INC., Dissolved March 22, 1999",968 LINCOLN ST,,Denver,CO,80203,US,,,,,,,Voluntarily Dissolved,,Corporation,DPC,KIMBERLY,A.,BALAZS,,,968 LINCOLN ST,,DENVER,CO,80203,US,,,,,,,3/11/1996
20011002905,"RIVERA ENTERTAINMENT, LLC, Delinquent December 1, 2010",7140 S. Clay St.,,Littleton,CO,80120,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,RICARDO,,RIVERA,,,7140 S. Clay St.,,Littleton,CO,80120,US,,,,,,,1/4/2001
19871443596,"CONEJOS RIVER YACHTING ASSOCIATION, INC.",37 POLO DR,,Colorado Springs,CO,80906,US,37 Polo Drive,,Colorado Springs,CO,80906,US,Good Standing,,Nonprofit Corporation,DNC,WILLIAM,H.,COGSWELL,,,37 POLO DR,,COLORADO SPRINGS,CO,80906,US,37 Polo Drive,,Colorado Springs,CO,80906,US,7/17/1981
19871241884,"RIVERACRES HOMEOWNERS ASSOCIATION, INC.",8895 S. Yarrow St.,,Littleton,CO,80128,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Lisa,,DeBolt,,,8895 S. Yarrow ST.,,Littleton,CO,80128,US,,,,,,,5/4/1972
19981220061,"TWO RIVERS ENTERPRISES, L.L.C., Dissolved May 1, 2001",507 26TH AVENUE COURT,,Greeley,CO,80631,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,CHARLES,E.,RYBAR,,,507 26TH AVENUE COURT,,GREELEY,CO,80631,US,,,,,,,12/11/1998
19971060639,"RIVERWOOD MANAGEMENT SERVICES, INC., Dissolved February 17, 2014",4885 6th Street,,Boulder,CO,80304,US,4885 6th Street,,Boulder,CO,80304,US,Voluntarily Dissolved,,Corporation,DPC,Sandra,L,GILFILLAN,,,4885 6th Street,,Boulder,CO,80304,US,,,,,,,4/16/1997
19871122425,PINE RIVER SOUTHWESTERN DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,9/4/1952
19971060646,"RIVERWOOD CONDOMINIUM ASSOCIATION, INC.",525 FALL RIVER LN,,Estes Park,CO,80517,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Ronald,D,Hartzog,,,525 Fall River Ln.,,Estes Park,CO,80517,US,,,,,,,4/16/1997
19921016903,COLOR CRAFTERS PAINTING COMPANY,3330 Templeton Gap Rd.,UNIT #32,Colorado Springs,CO,80907,US,P. O. Box 8083,,Colorado Springs,CO,80933-8083,US,Good Standing,,Corporation,DPC,LANA,,WILSON,,,3330 TEMPLETON GAP RD STE 32,UNIT #32,COLORADO SPRINGS,CO,80907,US,PO BOX 8083,,COLORADO SPRINGS,CO,80933-8083,US,2/20/1992
19961134271,"ADVENTURE TRAVEL BUSINESS, LLC, Dissolved January 1, 2003",6551 S REVERE PKWY STE 160,,Englewood,CO,80111,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,JAMES,V.,PEARSON,,,1999 BROADWAY STE 2300,,DENVER,CO,80202,US,,,,,,,10/15/1996
20001083605,"BURK AIRCRAFT, LLC",38246 River Frontage Road,,New Castle,CO,81647,US,P.O. Box 2198,,Glenwood Springs,CO,81602,US,Good Standing,,Limited Liability Company,DLLC,GERALD,T,BURK,,,38246 River Frontage Road,,New Castle,CO,81647,US,P.O. Box 2198,,Glenwood Springs,CO,81602,US,4/25/2000
19881051760,"PLATTE RIVER ART SERVICES, INC., Delinquent November 1, 2009",350 N Santa Fe Drive,,Denver,CO,80223,US,,,,,,,Delinquent,,Corporation,DPC,Robert,J,Pietlock,,,350 N Santa Fe Drive,,Denver,CO,80223,US,,,,,,,5/20/1988
20001083782,"DIMENSIONZ DRAFTING & DESIGN LLC, Dissolved March 6, 2005",5317 JELLISON ST,,Arvada,CO,80002,US,5317 Jellison St.,,Arvada,CO,80002,US,Voluntarily Dissolved,,Limited Liability Company,DLLC,CURTIS,,FINLEY,,,5317 JELLISON ST,,ARVADA,CO,80002,US,,,,,,,4/25/2000
19961033712,"MONTROSE MODEL AIRCRAFT ASSOCIATION, INC.",524 Mockingbird Lane,,Grand Junction,CO,81507,US,PO Box 491,,Montrose,CO,81402,US,Good Standing,,Nonprofit Corporation,DNC,Gary,Sabin,Heard,,,524 Mockingbird Lane,,Grand Junction,CO,81507,US,,,,,,,3/11/1996
20011136224,"Kraft & Company, LLC",30333 Magic Dog Rd,,Kiowa,CO,80117,US,P.O. Box 513,,Kiowa,CO,80117,US,Good Standing,,Limited Liability Company,DLLC,PAMELA,S.,KRAFT,,,30333 Magic Dog Rd,,Kiowa,CO,80117,US,PO BOX 513,,KIOWA,CO,80117,US,7/10/2001
20011136401,"DENNIS AND PAUL'S EXCELLENT ADVENTURE, LLC, Dissolved January 6, 2005",12 S MONROE ST,,Denver,CO,80209,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,DENNIS,J.,JOHANNINGMEIER,,,12 S MONROE ST,,DENVER,CO,80209,US,,,,,,,7/10/2001
19971167122,"RIVER RUN FINANCIAL SERVICES, LLP, Delinquent April 1, 2007",15094 HWY 9,PO BOX 2260,Breckenridge,CO,80424,US,,,,,,,Delinquent,,Limited Liability Partnership,DLLP,Charles,E,Cook,,,PO 2260,,Breckenridge,CO,80424,US,,,,,,,10/17/1997
19881055085,"UNCOMPAHGRE RIVERWAY, INC.",1251 Peppertree Dr.,,Montrose,CO,81401,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Glenn,Ray,Marlow,,,1251 Peppertree Dr.,,Montrose,CO,81401,US,,,,,,,5/26/1988
19881055096,"CRAFTER'S MART, INCORPORATED, Delinquent November 1, 2008",908 11TH AVE,,Greeley,CO,80631,US,P.O. BOX 1433,,Greeley,CO,80632,US,Delinquent,,Corporation,DPC,DENNIS,R.,QUIRK,,,908 11TH AVE.,,GREELEY,CO,80631,US,,,,,,,5/26/1988
19881055309,"ADVENTUREWORKS, USA, INC., Dissolved June 3, 1996",PO BOX 37,,Winter Park,CO,80482,US,,,,,,,Administratively Dissolved,,Corporation,DPC,JOHN,M.,HUBBARD,JR.,,219 VASQUEZ RD,,WINTER PARK,CO,80482,US,,,,,,,5/26/1988
19981222934,River Investments LLC,10231 PRESTWICK TRL,,Lone Tree,CO,80124,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,SCOTT,A,JENSEN,,,7430 E. CALEY AVE STE 300E,,CENTENNIAL,CO,80111,US,,,,,,,12/16/1998
19981223275,"RIVER BLUFFS,LLC",1111 S. 12TH STREET,,Grand Junction,CO,81501,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,GERALD,,TUCKER,,,1111 S. 12TH STREET,,GRAND JUNCTION,CO,81501,US,,,,,,,12/16/1998
19871600036,"HIDDEN RIVER MASTER HOMEOWNER'S ASSOCIATION, INC.",27 Inverness Drive East,,Englewood,CO,80112,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Brian,,TerHark,,,27 Inverness Drive East,,Englewood,CO,80112,US,,,,,,,12/27/1984
19981223375,BLUE RIVER LODGE LLC,4705 Prospect Street,,Littleton,CO,80123,US,4705 Prospect Street,,Littleton,CO,80123,US,Good Standing,,Limited Liability Company,DLLC,CHRISTOPHER,J.,KUELLING,,,4705 Prospect Street,,LITTLETON,CO,80123,US,4705 Prospect Street,,Littleton,CO,80123,US,12/16/1998
19871444972,"RIVER ROCK CORPORATION, Dissolved November 5, 2003",4260 BROADMOOR BLUFFS DR,,Colorado Springs,CO,80906,US,,,,,,,Voluntarily Dissolved,,Corporation,DPC,WILLIAM,R.,ABRAHAM,,,4260 BROADMOOR BLUFFS DR,,COLORADO SPRINGS,CO,80906,US,,,,,,,7/31/1981
19981223805,"RIVER PARK TOWNHOMES HOMEOWNERS' ASSOCIATION, INC.",300 N. Main St,,Breckenridge,CO,80424,US,P.O. Box 7294,,Breckenridge,CO,80424,US,Good Standing,,Nonprofit Corporation,DNC,David,Brian,Hartman,,,300 N. Main St.,,Breckenridge,CO,80424-7294,US,P.O. Box 7294,,Breckenridge,CO,80424-7294,US,12/16/1998
19971168423,"MASTERCRAFT INSTALLATIONS INC., Dissolved July 17, 2007",727 DUCLO AVE,,Manitou Springs,CO,80829,US,727 Duclo Avenue,,Manitou Springs,CO,80829,US,Voluntarily Dissolved,,Corporation,DPC,,,,,Mastercraft Installations Inc.,727 DUCLO AVENUE,,MANITOU SPRINGS,CO,80829,US,,,,,,,10/20/1997
19881058053,"TWO RIVERS CORPORATION, Dissolved August 1, 2007",Sixth and Marquette,,Minneapolis,MN,55479,US,Sixth and Marquette,,Minneapolis,MN,55479,US,Voluntarily Dissolved,,Corporation,DPC,,,,,Corporation Service Company,1560 Broadway Ste 2090,,Denver,CO,80202,US,Sixth and Marquette,,Minneapolis,MN,55479,US,6/3/1988
19881058179,"POWDER RIVER COAL COMPANY, Colorado Authority Relinquished January 13, 2006",1013 EAST BOXELDER,,Gillette,WY,82718,US,1013 E Boxelder,,Gillette,WY,82718,US,Withdrawn,,Foreign Corporation,FPC,,,,,The Corporation Company,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,6/3/1988
19871128996,"THE ROCKY MOUNTAIN CLUB OF PRINTING HOUSE CRAFTSMEN, INC., Dissolved March 1, 1996",671 S JASON,,Denver,CO,80223,US,,,,,,,Administratively Dissolved,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,5/12/1955
19881059320,"RIVER BOTTOM ARCHERY CLUB, INC., Dissolved April 1, 2003",PO BOX 1025,,Fort Morgan,CO,80701,US,,,,,,,Administratively Dissolved,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,6/6/1988
19941119912,"FALL RIVER BUILDING COMPANY, Delinquent December 1, 2005",680 ATCHISON WAY,SUITE 200,Castle Rock,CO,80109,US,,,,,,,Delinquent,,Corporation,DPC,,,,,,,,,,,,,,,,,,10/26/1994
19971062359,"FRYINGPAN RIVER RANCH, L.L.P., Colorado Authority Relinquished May 8, 2006",2500 E KEARNEY,,Springfield,MO,65898,US,2500 E. KEARNEY,,Springfield,MO,65898,US,Withdrawn,,Foreign Limited Liability Partnership,FLLP,JOE,C.,GREENE,,,32042 FRY PAN RD,,MEREDITH,CO,81642,US,,,,,,,4/21/1997
19921007502,"YAMPA RIVER PARTNERS, A LIMITED LIABILTIY COMPANY, Dissolved January 1, 2002",845 VILLA VIEW,,Craig,CO,81625,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,HAL,,STOVER,,,845 VILLA VIEW,,CRAIG,CO,81625,US,,,,,,,1/24/1992
19871608493,"Eagle River M.H. Partners, L.L.L.P., Delinquent May 1, 2011",7343 S. Alton Way,STE 100,Centennial,CO,80112,US,,,,,,,Delinquent,,Limited Liability Limited Partnership,DLLLP,DONALD,E.,SIECKE,,,7343 S ALTON WAY,Ste. 100,CENTENNIAL,CO,80112,US,,,,,,,2/28/1985
20141454405,"Dream Crafter Events, Delinquent December 1, 2016",2523 Fairway Drive,,Colorado Springs,CO,80909,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Gilbert,,Carter,Jr.,,2523 Fairway Drive,,Colorado Springs,CO,80909,US,,,,,,,7/25/2014
19971069521,"WOLF RIVER PARTNERS, INC., Dissolved March 1, 2002",4001 S TAFT RD,,Fort Collins,CO,80526,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,5/1/1997
19921020185,"DURANGO RIVERTRIPPERS, INC., Dissolved May 21, 2013",720 MAIN AVENUE,455 E. 8th ave,Durango,CO,81301,US,455 E 8th Ave,,Durango,CO,81301,US,Voluntarily Dissolved,,Corporation,DPC,JOHN,A.,SQUIRE,,,720 MAIN AVENUE,,DURANGO,CO,81301,US,455 E. 8TH Avenue,,Durango,CO,81301,US,2/27/1992
19961142288,"KRAFT AND LEE INSURANCE AGENCY, INC.",40061 Hwy 49 Ste.103,,Oakhurst,CA,93644,US,PO Box 2040,,Oakhurst,CA,93644,US,Good Standing,,Foreign Corporation,FPC,KENT,JAY,LEVINE,,,3780 S BROADWAY,,ENGLEWOOD,CO,80113,US,,,,,,,10/31/1996
19951100058,"GUESTGUIDE PUBLISHERS, LLC",308 Granite Road,,Granby,CO,80446,US,PO Box 3048,,Winter Park,CO,80482,US,Good Standing,,Limited Liability Company,DLLC,SUSIE,,MASTERSON,,,308 Granite Road,,Granby,CO,80446,US,PO Box 3048,,Winter Park,CO,80482,US,8/8/1995
19961042171,"METRO QUALITY CRAFT CONSTRUCTION COMPANY, INC., Dissolved January 1, 1999",1485 HOLLAND ST #14,,Lakewood,CO,80215,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,3/27/1996
19961042221,"BROWNER'S GUIDE SERVICE LLC, Dissolved January 1, 2004",228 N F STREET,,Salida,CO,81201,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,MATT,,BROWN,,,228 N F STREET,,SALIDA,CO,81201,US,,,,,,,3/27/1996
20001103419,"ANABLEP LEARNING ADVENTURES, INC., Dissolved January 10, 2002",3885 NEWPORT LN,,Boulder,CO,80304,US,,,,,,,Voluntarily Dissolved,,Corporation,DPC,JACQUELINE,,FRISCHKNECHT,,,3885 NEWPORT LN,,BOULDER,CO,80304,US,,,,,,,5/22/2000
20011019497,"GLENWOOD CANYON RAFTING, INC.",2610 Gilstrap Ct.,,Glenwood Springs,CO,81601,US,,,,,,,Good Standing,,Corporation,DPC,Kevin,B.,Schneider,,,1308 County Rd 129,,Glenwood Springs,CO,81601,US,,,,,,,1/26/2001
19971175907,"FIRST RIVER, LLC",999 South Logan Street,Ste 300,Denver,CO,80209,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,STEPHEN,F.,ELKEN,,,999 South Logan St.,Ste 300,DENVER,CO,80209,US,,,,,,,11/3/1997
19971069833,"THUNDER RIVER CONDOMINIUMS OF BASALT, LLC, Dissolved January 1, 2003",0132 PARK AVE,,Basalt,CO,81621,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,WAYNE,,RUDD,,,0132 PARK AVE,,BASALT,CO,81621,US,,,,,,,5/1/1997
20001103693,"WHITEWATER PROPERTIES, LLC",2323 W. SECOND AVE STE F.,,Durango,CO,81301,US,2323 W. SECOND AVE,,Durango,CO,81301,US,Good Standing,,Limited Liability Company,DLLC,ERIC,,LOKKEN,,,2323 WEST SECOND AVE STE. F,,DURANGO,CO,81301,US,,,,,,,5/23/2000
19871602286,"BILL DVORAK KAYAK & RAFTING EXPEDITIONS, INC.",17921 US HIGHWAY 285,,Nathrop,CO,81236,US,,,,,,,Good Standing,,Corporation,DPC,JAMES,V.,PEARSON,,,14142 Denver West Pkwy.,"Bldg. 51, Suite 200",Lakewood,CO,80401,US,,,,,,,1/14/1985
19881079368,"BIG RIVER RANCH COMMUNITY ASSOCIATION, INC.",BIG RIVER RANCH,HC 33,South Fork,CO,81154,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Toby,Shelton,Leser,,,3226 Oak Creek Dr. W.,,Colorado Springs,CO,80906,US,"3226 Oak Creek Dr, W.",,Colorado Springs,CO,80906,US,8/12/1988
19951100726,"ROTORCRAFT DESIGNS, INC., Dissolved June 1, 1998",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,8/9/1995
20141531227,"Rieck Kar Kraft, LLC",1603 Auburn Drive,,Colorado Springs,CO,80909,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Kim,M.,Rieck,,,1603 Auburn Drive,,Colorado Springs,CO,80909,US,,,,,,,8/29/2014
19871252300,"COLORADO RIVER LAND CORPORATION, Dissolved January 26, 2007",PO BOX 215,1104 Hwy 9,Kremmling,CO,80459,US,4927 Vigil Drive,PO Box 19544,Colorado City,CO,81019,US,Voluntarily Dissolved,,Corporation,DPC,John,Henry,McElroy,,,1104 Highway 9,P O Box 215,Kremmling,CO,80459,US,,,,,,,12/27/1972
19921021964,"RIVER GRAPHICS, INC.",1885 W. Dartmouth Avenue,Unit 1,Englewood,CO,80110,US,,,,,,,Good Standing,,Corporation,DPC,LARRY,MICHAEL,PARSONS,,,1885 W. Dartmouth Avenue,Unit 1,Englewood,CO,80110,US,,,,,,,3/3/1992
19881081561,"THE GOLD NUGGETS RIVER RANCH INCORPORATED, Delinquent April 1, 2011",10489 CONIFER DR,,Conifer,CO,80433,US,,,,,,,Delinquent,,Corporation,DPC,Patricia,Irene,Gacnik,,,10489 CONIFER DR,,CONIFER,CO,80433,US,,,,,,,8/24/1988
20011139760,"WHITEWATER SANDBLASTING LLC, Dissolved December 30, 2004",PO BOX 1120,,Paonia,CO,81428,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,ROBERT,G.,RAMIREZ,,,2488 COMMERCE BLVD,,GRAND JUNCTION,CO,81505,US,,,,,,,7/16/2001
19921024395,"WHITE RIVER PUBLISHING COMPANY, Dissolved January 1, 2003",1733 VERMONT ST,,Lawrence,KS,66044,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,3/9/1992
19941127493,"COLORADO DRAFTING SUPPLY INC., Delinquent September 1, 2010",4395 E MISSISSIPPI AVE,,Denver,CO,80246,US,,,,,,,Delinquent,,Corporation,DPC,ROBERT,J.,SNYDER,,,513 W LAUREL CT,,LOUISVILLE,CO,80027,US,,,,,,,11/15/1994
19871604291,"DOWN THE RIVER EQUIPMENT COMPANY 1985, Dissolved June 26, 2007",12090 W ALAMEDA PKWY,,Denver,CO,80228,US,12090 w alameda pkwy,,Lakewood,CO,80228,US,Voluntarily Dissolved,,Corporation,DPC,Gregory,H,Yeager,,,12090 W ALAMEDA PKWY,,DENVER,CO,80228,US,,,,,,,1/30/1985
19921026013,"RAVEN ADVENTURE TRIPS, INC., Delinquent September 1, 2009","301 BETHANY HOME RD, #A222",,Phoenix,AZ,85013-3335,US,,,,,,,Delinquent,,Foreign Corporation,FPC,KRIZMAN,,ART,,,43659 W US HWY 50,,CANON CITY,CO,81212,US,,,,,,,3/12/1992
20141676971,"Crafts ""LLC""",9400 East Iliff Avenue # 123,,Denver,CO,80231,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Brian,Douglass,Lynch,,,9400 East Iliff Avenue # 123,,Denver,CO,80231,US,,,,,,,11/3/2014
19871604514,"WILD WEST RIVER RIDERS, INC., Delinquent July 1, 2009",2700 ALPEN GLOW WAY,,Steamboat Springs,CO,80488,US,PO Box 882019,,Steamboat Springs,CO,80488,US,Delinquent,,Corporation,DPC,LYNN,R.,MILLER,,,2700 ALPEN GLOW WAY,,STEAMBOAT SPRINGS,CO,80488,US,PO BOX 882091,,STEAMBOAT SPRINGS,CO,80488,US,1/31/1985
19951096951,"RIVERA CONCRETE, INC., Delinquent December 1, 2009",13466 S HEIDI RD,,Sedalia,CO,80135,US,,,,,,,Delinquent,,Corporation,DPC,TOBY,O.,RIVERA,,,13466 S HEIDI RD,,SEDALIA,CO,80135,US,,,,,,,8/1/1995
19941128201,"HOSPITALITY ADVENTURES UNLIMITED, INC., Colorado Authority Terminated March 28, 2005",1912 SIDEWINDER DR STE 104,,Park City,UT,84060,US,1912 Sidewinder Dr,Ste 104,Park City,UT,84080,US,Withdrawn,,Foreign Corporation,FPC,,,,,The Corporation Company,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,11/16/1994
19941128223,"GREEN RIVER LODGING, INC.",9100 E PANORAMA DR STE 300,,Centennial,CO,80012,US,,,,,,,Good Standing,,Corporation,DPC,NAVIN,,DIMOND,,,9100 E PANORAMA DR STE 300,,CENTENNIAL,CO,80012,US,,,,,,,11/16/1994
20141692579,70201 River Run LLC,435 Marine St,,Boulder,CO,80302,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Kristen,Martin,Daly,,,435 Marine St,,Boulder,CO,80302,US,,,,,,,11/13/2014
19991001957,"MELODY HOMES AT RIVER RUN MASTER ASSOCIATION, INC.",11002 BENTON ST,,Westminster,CO,80020-3200,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,TODD,,FACKLER,,,11002 BENTON ST,,WESTMINSTER,CO,80020-3200,US,,,,,,,1/5/1999
19871608494,"Eagle River Mobile Home Park, LLC",2 W DRY CREEK CIR,SUITE 200,Littleton,CO,80120,US,2 W DRY CREEK CIR,SUITE 200,Littleton,CO,80120,US,Good Standing,,Foreign Limited Liability Company,FLLC,,,,,Ascentia,"2 W. DRY CREEK CIRCLE, SUITE 200",Suite 200,LITTLETON,CO,80120,US,"2 W. DRY CREEK CIRCLE, SUITE 200",,LITTLETON,CO,80120,US,2/28/1985
19871604951,"PLATTE RIVER ASSOCIATES, INC.",2790 VALMONT RD,,Boulder,CO,80304,US,,,,,,,Good Standing,,Corporation,DPC,CHINA,O,LEONARD,,,2790 VALMONT RD,,BOULDER,CO,80304,US,2790 Valmont Road,,Boulder,CO,80304,US,2/4/1985
19931134574,"ALASKA BOUND ADVENTURES, INCORPORATED, Dissolved October 1, 2000",P O BOX 472,,Homer,AK,99603,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,12/6/1993
19931134594,"FALL RIVER ESTATES, INC, Dissolved July 22, 2008",300 E ELKHORN AVE,,Ested Park,CO,80517,US,PO BOX 1604,,Estes Park,CO,80517,US,Voluntarily Dissolved,,Corporation,DPC,ANN,,RTHURRACINE,MRS,,300 E ELKHORN AVE,,ESTES PARK,CO,80517,US,P O BOX 1604,,ESTES PARK,CO,80517,US,12/6/1993
20141739807,"River Bend Fund, LLC",155 Madison Street,,Denver,CO,80206,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Robert,Michael,Shopneck,,,155 Madison Street,,Denver,CO,80206,US,,,,,,,12/3/2014
